107,SWV,SAWANTWADI R,00:00:00,10:25:00,0,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,THVM,THIVIM,11:06:00,11:08:00,32,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,KRMI,KARMALI,11:28:00,11:30:00,49,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
107,MAO,MADGOAN JN.,12:10:00,00:00:00,78,SWV,SAWANTWADI ROAD,MAO,MADGOAN JN.
108,MAO,MADGOAN JN.,00:00:00,20:30:00,0,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,KRMI,KARMALI,21:04:00,21:06:00,33,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,THVM,THIVIM,21:26:00,21:28:00,51,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
108,SWV,SAWANTWADI R,22:25:00,00:00:00,83,MAO,MADGOAN JN.,SWV,SAWANTWADI ROAD
128,MAO,MADGOAN JN.,19:40:00,19:40:00,0,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KRMI,KARMALI,20:18:00,20:20:00,33,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,THVM,THIVIM,20:40:00,20:42:00,51,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,SWV,SAWANTWADI R,21:16:00,21:18:00,83,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KUDL,KUDAL,21:38:00,21:40:00,104,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,SNDD,SINDHU DURG,21:54:00,21:56:00,114,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KKW,KANKAVALI,22:18:00,22:20:00,132,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,VBW,VAIBHAVWADI,22:40:00,22:42:00,163,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,RAJP,RAJAPUR ROAD,22:56:00,22:58:00,179,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,RN,RATNAGIRI,23:52:00,23:57:00,244,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,SGR,SANGMESHWAR,00:34:00,00:36:00,280,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,CHI,CHIPLUN,01:10:00,01:12:00,322,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KHED,KHED,01:52:00,01:54:00,352,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MNI,MANGAON,04:00:00,04:02:00,422,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,ROHA,ROHA,04:55:00,05:00:00,455,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,PNVL,PANVEL,06:20:00,06:25:00,532,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KJT,KARJAT,07:40:00,07:45:00,560,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,LNL,LONAVLA,08:30:00,08:33:00,588,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,PUNE,PUNE JN.,10:30:00,10:45:00,652,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,STR,SATARA,13:42:00,13:45:00,797,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,MRJ,MIRAJ JN.,16:25:00,16:35:00,931,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
128,KOP,CHHATRAPATI,17:45:00,17:45:00,978,MAO,MADGOAN JN.,KOP,CHHATRAPATI SHAHU MAHARAJ TERMINUS
290,DSJ,DELHI-SAFDAR,18:30:00,18:30:00,0,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,GADJ,GANDHINAGAR,03:45:00,07:45:00,306,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,JP,JAIPUR JN.,08:00:00,11:55:00,311,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,DPA,DURGAPURA,18:00:00,20:00:00,318,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,SWM,SAWAI MADHOP,04:45:00,08:40:00,442,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,COR,CHITTAURGARH,00:05:00,02:00:00,707,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,UDZ,UDAIPUR CITY,08:00:00,11:00:00,821,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,JSM,JAISALMER,09:15:00,13:00:00,1660,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,MDB,MANDOR,07:00:00,10:50:00,1951,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,FL,PHULERA JN.,22:00:00,22:55:00,2213,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,BTE,BHARATPUR JN,05:00:00,08:45:00,2455,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,IDH,IDGAH,11:00:00,11:30:00,2507,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,AGC,AGRA CANTT,19:00:00,19:30:00,2508,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
290,DSJ,DELHI-SAFDAR,02:30:00,02:30:00,2694,DSJ,DELHI-SAFDAR JANG,DSJ,DELHI-SAFDAR JANG
401,AWB,AURANGABAD,21:30:00,21:30:00,0,AWB,AURANGABAD,BSB,VARANASI JN.
401,MMR,MANMAD JN.,01:20:00,01:30:00,131,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSL,BHUSAVAL JN.,05:20:00,05:30:00,315,AWB,AURANGABAD,BSB,VARANASI JN.
401,KNW,KHANDWA JN.,07:30:00,07:35:00,438,AWB,AURANGABAD,BSB,VARANASI JN.
401,JHS,JHANSI JN,14:55:00,15:05:00,1003,AWB,AURANGABAD,BSB,VARANASI JN.
401,CNB,KANPUR CENTR,19:10:00,19:15:00,1221,AWB,AURANGABAD,BSB,VARANASI JN.
401,LKO,LUCKNOW JN.,23:50:00,23:55:00,1295,AWB,AURANGABAD,BSB,VARANASI JN.
401,BBK,BARA BANKI J,01:15:00,01:20:00,1323,AWB,AURANGABAD,BSB,VARANASI JN.
401,AY,AYODHYA,04:45:00,04:50:00,1430,AWB,AURANGABAD,BSB,VARANASI JN.
401,SHG,SHAHGANJ JN.,07:10:00,07:15:00,1527,AWB,AURANGABAD,BSB,VARANASI JN.
401,JNU,JAUNPUR JN.,08:00:00,08:05:00,1561,AWB,AURANGABAD,BSB,VARANASI JN.
401,BSB,VARANASI JN.,10:00:00,10:00:00,1618,AWB,AURANGABAD,BSB,VARANASI JN.
421,LKO,LUCKNOW JN.,23:00:00,23:00:00,0,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,FGR,FATEHGARH,03:03:00,03:30:00,207,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,KSJ,KASGANJ JN.,06:00:00,06:30:00,319,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,BE,BAREILLY JN.,09:42:00,09:47:00,456,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
421,SVDK,SHRI MATA VA,08:00:00,08:00:00,1276,LKO,LUCKNOW JN.,SVDK,SHRI MATA VAISHNO DEVI KATRA
422,SVDK,SHRI MATA VA,11:45:00,11:45:00,0,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,BE,BAREILLY JN.,03:25:00,03:30:00,820,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,KSJ,KASGANJ JN.,06:35:00,07:05:00,956,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,FGR,FATEHGARH,09:30:00,09:35:00,1069,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
422,LKO,LUCKNOW JN.,14:30:00,14:30:00,1277,SVDK,SHRI MATA VAISHNO DEVI KATRA,LKO,LUCKNOW JN.
477,SSA,SIRSA,12:10:00,12:10:00,0,SSA,SIRSA,SSA,SIRSA
477,HSR,HISAR JN,13:55:00,14:25:00,81,SSA,SIRSA,SSA,SIRSA
477,BNW,BHIWANI JN.,15:55:00,16:20:00,141,SSA,SIRSA,SSA,SIRSA
477,ROK,ROHTAK JN.,17:38:00,17:40:00,189,SSA,SIRSA,SSA,SIRSA
477,DSJ,DELHI-SAFDAR,20:13:00,20:15:00,317,SSA,SIRSA,SSA,SIRSA
477,CNB,KANPUR CENTR,05:30:00,05:35:00,762,SSA,SIRSA,SSA,SIRSA
477,MGS,MUGHAL SARAI,12:40:00,12:50:00,1098,SSA,SIRSA,SSA,SIRSA
477,MGS,MUGHAL SARAI,16:10:00,16:20:00,1513,SSA,SIRSA,SSA,SIRSA
477,CNB,KANPUR CENTR,21:00:00,21:05:00,1850,SSA,SIRSA,SSA,SIRSA
477,DSJ,DELHI-SAFDAR,07:13:00,07:15:00,2299,SSA,SIRSA,SSA,SIRSA
477,ROK,ROHTAK JN.,09:43:00,09:45:00,2426,SSA,SIRSA,SSA,SIRSA
477,BNW,BHIWANI JN.,11:05:00,11:35:00,2474,SSA,SIRSA,SSA,SIRSA
477,HSR,HISAR JN,13:10:00,13:40:00,2534,SSA,SIRSA,SSA,SIRSA
477,SSA,SIRSA,15:20:00,15:20:00,2616,SSA,SIRSA,SSA,SIRSA
502,RJPB,RAJENDRANAGA,10:30:00,10:30:00,0,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,MGS,MUGHAL SARAI,14:00:00,14:10:00,209,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,CNB,KANPUR CENTR,20:30:00,20:35:00,557,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,DSJ,DELHI-SAFDAR,04:20:00,04:45:00,997,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,SNP,SONIPAT,05:50:00,05:55:00,1052,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,PNP,PANIPAT JN.,06:35:00,06:40:00,1097,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,KUN,KARNAL,07:25:00,07:30:00,1131,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,KKDE,KURUKSHETRA,08:05:00,08:10:00,1164,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
502,UMB,AMBALA CANTT,09:30:00,09:30:00,1206,RJPB,RAJENDRANAGAR TERMINAL,UMB,AMBALA CANTT JN
504,PNBE,PATNA JN.,09:00:00,09:00:00,0,PNBE,PATNA JN.,BTI,BATHINDA JN
504,MGS,MUGHAL SARAI,12:30:00,12:40:00,207,PNBE,PATNA JN.,BTI,BATHINDA JN
504,BTI,BATHINDA JN,10:00:00,10:00:00,1313,PNBE,PATNA JN.,BTI,BATHINDA JN
506,PNBE,PATNA JN.,14:15:00,14:15:00,0,PNBE,PATNA JN.,PTA,PATIALA
506,MGS,MUGHAL SARAI,18:10:00,18:15:00,207,PNBE,PATNA JN.,PTA,PATIALA
506,PTA,PATIALA,15:45:00,15:45:00,1161,PNBE,PATNA JN.,PTA,PATIALA
557,URK,URKURA,23:30:00,23:30:00,0,URK,URKURA,PJP,PANJIPARA
557,PJP,PANJIPARA,11:00:00,11:00:00,1301,URK,URKURA,PJP,PANJIPARA
604,PNBE,PATNA JN.,12:30:00,12:30:00,0,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,MGS,MUGHAL SARAI,16:20:00,16:30:00,207,PNBE,PATNA JN.,ASR,AMRITSAR JN.
604,ASR,AMRITSAR JN.,16:00:00,16:00:00,1429,PNBE,PATNA JN.,ASR,AMRITSAR JN.